text,id,product_quality,staff_service,queues_checkout,assortment_availability,store_cleanliness,other_problem
"Цены показаны с скидкой, а потом когда считают чек, скидки не входят. Спросил, они сказали что ночью не действуют скидки, нам не предупредили заранее. ",418800,False,False,False,False,False,True
"Отвратительный магазин , полон просроченной продукции , постоянно очереди и персонал равнодушен вообще ко всему что происходит на витринах с товаром . Находишь просрочку попросишь свежий продукт они тут же этот просроченный товар бросают обратно на витрину и роются ищут более свежий с таким недовольным лицом будто их работу я должна делать , а не они . Администратора в зале нет, перестала ходить туда совсем , противно от качества продаваемой продукции и от лиц персонала .",494771,True,True,True,False,False,False
"С годами, как обычно это и бывает, магазин превратился в полное барахло. Качество в разы хуже, видно что администрации в целом стало плевать вообще. Особенно касательно готовой еды которую Спар сам делает. Просадка качества просто потрясная. И по ингредиентам и по изготовлению. Всё что жареное - на масле которое видимо с открытия не меняют, супы - становятся кислыми на следующее утро хотя купил ты их вечером и рассчитывал, что ну уж за ночь-то в холодильнике он точно не испортится. \nТак называемые роллы - просто трэш, хотя ценник задрали для такого качества просто в космос\nКондитерка как-будто на техническом масле, а не на сливочном.. Продолжать можно бесконечно.\nЖаль, начинали хорошо. Перестала заходить.",341666,True,False,False,False,False,False
"Это среднее между загоном для скота и газовой камерой. 1 ( одна) холодильная установка на все помещение - остальное какие-то чудовищные сухие химические продукты производства даже не Китая а скорее каких-то цыганских подпольных производств. Химический состав и срок сохранности  такой что они похоже могут пережить атомный взрыв. Но больше всего меня впечатлила входная дверь ( в глухой стене кстати) через которую можно войти, НО НЕЛЬЗЯ ВЫЙТИ - за спиной щелкает замок. Видимо чтобы никто не стащил местные химикалии. В общем само попадание на эту территорию - личное унижение.",89796,True,False,False,False,False,False
"Фрукты/овощи почти всегда несвежие. Молока, как ни придёшь, нет. Почти всегда свободна только одна касса из трёх, приходится стоять в очереди. Сам магазин большой, а ассортимент маленький. Всё время не пройти из-за склада коробок.. \nЕсть дверь со двора, но в неё войти нельзя, только выйти🤷🏻‍♀️. \nОдна Пятёрочка получилась лучше двух магнитов) ",52928,True,False,True,True,False,False
"Магазин, где не принимают оплату картой, а только наличными В любой маломальской  торговой точке есть банковский терминал для оплаты покупок, а здесь хозяин, который гребет деньги лопатой, не заботиться о том чтоб клиенту было удобно, главное чтоб ему было хорошо, остальные ему безразличны. Колхозный магазин, я туда не хожу и никому не советую\n",145933,False,False,False,False,False,True
"Не обслуживают у кассы,отправляют на кассу самообслуживания .Очень не удобно,складывается ощущение,что кассиры ленятся",235374,False,True,True,False,False,False
"22 июня пришла к магазину в 10-10. Продавщица зашла внутрь, но не спешила приступить к своему рабочему дню. Постучала в окошко - тишина. Через 5 минут второй раз и опять тишина  . Постучала в дверь - реакция нулевая. В итоге простояла у ларька до 10-17 и позвонила на номер телефона, который был указан на самом ларьке. Ответили ,что передадут менеджеру и ни ответа ни привета). Потраченное время да и настроение тк специально ждала открытия . \nВообще иногда работает женщина очень грубая. На мой вопрос ,что бы она посоветовала что-то. Ответ сами смотрите ,что хотите и взвешивая мне продукцию не отрываюсь от разговора о своих личных делах по телефону.   В итоге взвесила она мне меньше котлет чем я попросила, но не стала отвлекать это раздраженную женщину .",190907,False,True,False,False,False,False
"Супер магазин для ребёнка. У кассы стоят кактусы, которые ребёнок пытался схватить руками. Как можно на уровне ног ставить кактусы в продуктовом магазине!!! С коляской не поедешь, то коляски ставят, то коробки! ",438219,False,False,False,False,False,True
К сожалению магазин оставляет не приятные впечатления. Товары часто не соответствуют ценам указанным на ценниках. Персонал не компетентный и  грубый. Печально что администрация магазина не принимает меры,33674,False,True,False,False,False,False
"персонал на кассе грубый, всё время хамит, выпечка вся сухая ",131718,True,True,False,False,False,False
"Не комфортная атмосфера, не дружелюбный коллектив (нет приветствия на кассе, нет улыбки, только недовольство). Униформа у сотрудников грязная и в дырках, в общем не обратный внешний вид. Ценники перевернуты боком, друг за другом. Чтобы найти нужный ценник, нужно пересмотреть пол полки. Товар на полках стоит хаотично, очень много взятого и развакуума. Что про ТЦ, где находится сам магазин - это вечная проблема с парковкой, её просто всегда нет",291548,False,True,False,False,False,False
"Единственный магазин из мне известных, где от посетителей/клиентов постоянно чуть ли не требуют отнести корзинку обратно ко входу. Директор или, как там зовётся управляющий этим магазином, наведите порядок, запретите персоналу заставлять посетителей это делать. Это должны делать сотрудники магазина.",84424,False,True,False,False,False,False
"Продали тухлое мясо маринованное якобы шашлык. А брала для детей, им весело огонёчек разжечь, шишки кидать а потом пожарить. Но всё было испорчено и с душком! Рыба копчёная тоже самое, поела, думала так и надо, копчёная же. Но рвало и два дня с жуткой диареей! Ничего кроме огурцов с грядки ничего не ела. \n\n",229624,True,False,False,False,False,False
"Заказали доставку. После того как доставили выяснилось, что сигареты доставили не те. Позвонила снова в этот магазин, чтобы исправили ошибку, в итоге, дали номер телефона той которая принимала звонок. Договорились о том,что она сама перезвонит. Она перезвонила. Разговор начался с мата. Продукцию она решила ложить на своё усмотрение, при том что тот который я заказала есть в наличии. Свою ошибку исправлять отказалась.И вообще сказала,что доставки в этом магазине официальной нет. Девушку, которая оформляла заказ зовут Марина. На будущее будьте внимательны при заказе у неё, ей плевать на мнение других кроме своего",319435,False,True,False,False,False,False
"Магазин неплохой, выбор есть, продавцы вежливые, но бал снижают за торговлю ""палеными"" сигаретами.",290797,False,True,False,False,False,False
"Не могу жить без этих сладосте.тут переехали в Питер и каово бвло разочарование когда Я их здесь купила.ценник во первых не маленький,продавец с недовольным лицом и когда приехала домой открыла заветную коробку,почувствовала запах старых орехов.оказались все виды старыми высохшими и орнхи уже горькие.много этой нуги и 0начинки.самое худшее сто Я ела",433074,True,True,False,False,False,False
"""Потрясающий"" магазин. Очередь с любой стороны, продавец сам выбирает кому продавать, а кого игнорировать. Стоишь себе спокойно, кто-то влезает с другой стороны и все, продавец бросает людей, которые спокойно стоят и начинает обслуживать избранных (ну или подружек). Наконец, до тебя доходит очередь, продавец смотрит  в упор, разворачивается и уходит принимать товар. Клиентоориентированность на высшем уровне *сарказм*.",176689,False,True,True,False,False,False
"Администраторы не садится на кассу, наверное картона мешает и директором не барское это дела, надоело такое отношение, очередь едим и детектор спорных им ***!!!!! Какая касса я директор!!!!!",5994,False,True,True,False,False,False
Все на своих местах персонал вежливый,244760,False,True,False,False,False,False
"Купила продукты в магните только потому что ребенку надо эти стикеры-наклейки, так нам не выдали ответили что по техническим причинам не выдают, но и как бы не предложили ничего типа позже можно или еще чего вышли расстроенные для ребенка было это важно, если бы не эти стикеры пошла бы в пятерочку. Клиентоориентированность вообще отсутствует полностью ",260826,False,True,False,False,False,False
"Продавцов как говорится набрали по объявлению,такие мадам  работают. То спят по утрам, хотя работают круглосуточно, то вечно по телефону разговаривают.",415220,False,True,False,False,False,False
"Вороватые торгашки хамящие на каждое замечание , могут послать матом только потому что не докурила у входа а отпускать продукцию считают возможным даже без перчаток....отвратительное место",455701,False,True,False,False,False,False
"Хороший магазин, у дома очень удобно, с недавнего времени стал работать круглосуточно что вдвойне удобен. Но пожалуйста, просьба к руководству обратить внимание на граждан без определенного места жительства которые круглосуточно так же «проживают» в этом магазине, я понимаю что гонять их тяжело но и уживаться с ними в одном помещении тоже не есть хорошо. При входе стоит едкий запах перегара и грязи, постоянная ругань матом, попрошайничество и все прелести такого соседства. ",141599,False,False,False,False,True,False
Качество товара желает быть лучше.ценников на товары 50% нет.а если ценник есть то на кассе цена не совпадает.,160818,True,False,False,False,False,False
"Хороший ассортимент и приятные цены. Но быдловатые и грубые сотрудники, особенно непонятная девушка в татуировках и короткой стрижкой(которая позволяет себе откровенно хамить и толкать поситителей,швыряя предметы по магазину) Если бы не это,НО,то было бы все супер! А так предпочту ходить в КБ,пусть дальше от дома,но атмосфера  приятнее.",409920,False,True,False,False,False,False
"Магазин хороший, а вот персонал с ближнего востока явно позволяют себе лишнего. Вслух обсуждать внешность посетителей магазина - это кошмар. Будьте добры провести воспитательную беседу со сменой магазина 11.04 примерно с 23:55 до 00:05, раз они настолько не воспитанные сотрудники магазина! ",278607,False,True,False,False,False,False
"Магазин с бесконечной просрочкой(постоянные возвраты продукции). Магазин живёт за счёт привезённой выпечки, которая к сожалению тоже не всегда свежая...... Продавцы есть хорошие, есть витающие в ОБЛАКАХ. А Магазин ещё и круглосуточно работает.......",115985,True,False,False,False,False,False
"Работают с 8,открывают магазин в 9м часу,всегда с утра толпа ждущих людей.Это и ясно,ибо продавцы часто приходят не вовремя,какой уж там открыть магазин.\nВсегда грязно,полки с пустыми коробками,шаришься на полках в надежде найти за коробками ,к примеру сыр.Ценники не правильные,почему не меняють,ответ:не успели.Другие супермаркеты успевают,но в Магните видимо такой политики нет.Судординации продавца и клиента нет,хамят(не все),обсуждают на весь магазин свои личные жизнь.В пекарне,хамоватые девчушки,на вопрос мужчины о свежести выпечки,начали ржать,говорить что они вообще то тоже с утра ещё не ели.Кошмар,персонал из подворотни собирают видимо.Просрочки дофига.\nВ общем нам бы хороший магазин открыли на районе,а не это.Всем районом молимся на Гулливер",246830,True,True,False,True,True,False
"Нет клучей от камыр хранения. Мало тележок. Много продукции не соответствуют ценникам. Плюсов нет, для большого магазина это очень плохой показатель",47909,False,False,False,False,False,True
"Научите сотрудников на раздаче готовых продуктов , упаковывать как положенно товар! Тяп ляп все , одному котлету в контейнер , следом же другому в мешок. Плов в плоскую подложку и сверху пленкой, простите а как с доски плов есть???? Плов класть нужно в глубокий контейнер. Пленкой контейнер некоторые не обматывают , плохо закрывается , салат вываливается , протекает. Просто похабное отношение к своей работе. ",242612,False,True,False,False,False,False
Ужасная вонь в магазине. Запах как в вытрезвителе будто перегар от  10 бомжей. Едва не вырвало только ступила за порог магазина. Может не всегда так конечно. ,439607,False,False,False,False,True,False
"Впервые такое несовпадение цены на ценниках и в чеках. Оливки на ценнике без карты 149₽ по карте 99₽, итог в чеке 159₽\nОткуда такая цена не понятно. У большей части товаров ценников не было вообще. \nДелали возврат, основной чек не продублировали. Урегулировать ситуацию не получилось. Даже не вызвали старшего продавца.\nПросто сказали не пробьем вам по этим ценам тк мерчандайзер не успел ценники поставить.\nСпасибо, обслуживание клиентов на «высшем уровне»!\n",362230,False,True,False,False,False,False
"После того как поставили автоматы самообслуживания один из кассиров (Крылова) отказывается обслуживать покупателей с безналичной оплатой, ссылаясь на инструкцию, но номера инструкции не называет. В результате на ее кассу очереди нет, а на самообслуживание очередь! Книга жалоб и предложения в магазине закончилась :)",210157,False,True,True,False,False,False
"Плюсы: хороший выбор товаров\nМинусы: постоянные очереди. Дольше стоишь в очереди (20-30 минут) чем набираешь товар. Работает одна или две кассы даже в час-пик, когда люди идут с работы. ",309669,False,False,True,False,False,False
"В этот магазин привозят пельмени большими партиями, как корм для домашних животных, по 3-5 кг в упаковках. В магазине их сортируют в пищевые пакеты по 1кг, ставят ручкой заглавные буквы по названию пельменей и так продают. Цена от 150 руб. до 250 руб. за 1кг. В отличии от корма для домашних животных визуально определить их трудно, так как все пельмени по форме и размеру одинаковые!",248216,True,False,False,False,False,False
"Борщ нормальный. Просил жареное мясо, подали печеное и официант уверяет, что это жареное! Цены завышены. Просил компот-подали морс! Короче, пусть сами у себя едят.",352775,True,True,False,False,False,False
"В этом магазине продавец у меня дважды жвачку тырил. Третий раз следил, что будет с пачкой. Из всех продуктов ее пробили первой положили к себе на самый край стола, сверху на пачку положили самую большую упаковку из других продуктов. Когда их забираешь, жвачку тяжело было заметить. Ну и первые два раза естественно, продавец меня не окликнул, когда я уходил. Вот такое мелкое жулье тут продавцы.",260955,False,True,False,False,False,False
"Отвратительные продавцы. Особенно полная темноволосая женщина лет 65 ГРЫМЗА, совершенно не умеет разговаривать с людьми (ну если ты не довольна своей профессией, учиться значит нужно было, чтоб за прилавком не стоять!!!). Один раз спросила свежее ли печенье, на что она мне заявляет недовольно : «девушка, у нас все свежее!!!!» Епрст, что, спросить нельзя?! Другой раз мне светловолосая женщина лет 50-55 подсунула сыр, у которого срок годности завтра заканчивается. А сегодня (20 февраля 18:36 2023г, вышвырните этих двух баб оттуда) , зашла, попросила взвесить штучек 25 наггетсов, навалила в пакет незнамо сколько, я потом у кассы спрашиваю сколько здесь? Светловолосая отвечает тут 500 с лишним г, я говорю, я не просила столько! «Если мы вам тут еще отсчитывать будем». Просто нет слов, когда-нибудь они меня выведут! Просто *** бабы. По-другому я их назвать не могу. Поменяйте этих продавщиц, куча недовольных отзывов от покупателей. Натуральные хамки. Взвешивают *** знамо сколько, мне столько не надо! А потом я за наггетсы по 350 рублей отдаю!!! С радостью бы ходила в другое место, но просто магазин рядом с домом, и вкусно. Но эти бабы меня выбешивают. Примите меры!!!",145813,True,True,False,False,False,False
"Плохой магазин. \nАлкоголь  круглосуточно в нем продают  и покупатели распивают на детской площадке и у парадных дома.\nГрузовики привозят товар, разгружаются и пешаю проходу пешехода и машинам.\nНа замечания не реагируют,огрызаются",235885,False,True,False,False,False,False
"Просто безобразие, просроченные товары!!! Первый раз сняла с полок паштет ""рестоль"" срок годности закончился в марте 2023г, а джем клубничный ""махеев"" аж в октябре 2022!!!! Сегодня пришла паштет опять просроченный на полке, отдала на кассу, так в результате ещё кассир и нахамила. Получила от нее: ""Да жалуйтесь... Ой ой ой..."" ",379401,True,True,False,False,False,False
"Не хожу туда почти совсем. Только может пачку макарон или крупу взять изредка, если в другом магазине нет, а срочно нужно. Может там сейчас и нормальные продавцы, вроде как сменились или на смену их не попадаю. Но пару лет назад творился беспредел. Обнаглевшая хамка продавец, которая в наглую обвешивала не стесняясь при других покупателях и детей и пожилых, и со сдачей мухлевала, а если за ребёнка какого-либо впереди стоящего ещё и вступишься видя, что обсчитывает, а он не понимает сам, то тааак хамить начинала.... Моя мама тоже часенько свидетелем такого была и скандалила с продавщицей там например, когда та дедушку обвешивала в наглую грамм на 400 почти. \nИ продукты попадались очень старые, например шоколадка Натс пятилетней выдержки, как выяснилось, об которую зубы чуть не раскрошились, будто в мультике ) настолько она оказалась дубовая и нуга, как стекло уже стала. Первая реакция такой и была, что это зубы покрошились, а оказалось нуга раскололась на кучу острых осколков 🤦😅 \nНатс с выдержкой коньяка 5 🌟 и зубы на тот свет)👍",384618,True,True,False,False,False,False
Почти нечего нет.\nВсё дорого.\nПокупала куриные ножки. Там.\nВоняют чем то не понятным.\nНачала складывать в сумку. Принюхалась.\nПошла возвращать.\n1 продавец сказал что весь холодильник так пахнет.\nВторой тыкнула пальцем в упаковку.\nЗатронула  ножки и говорит вот понюхайте.\nГоворит что курица так и должна вонять.\n1 звезда за то что - хоть деньги вернули.\n,363465,True,True,False,True,False,False
"Заказала кофе, сэндвич и морс в 10.02 утра (прошла оплата), 06 мая, чек от ИП Крицкая Анна Андреевна. При заказе время доставки было обозначено 20 минут. Ни через 20, ни через 40 минут заказ не привезли. Я позвонила по телефону 8-800..., указанному на сайте, оператор Дарья сказала мне, что передаст информацию в магазин сейчас и магазин со мной свяжется максимально быстро. В течении 15 минут со мной никто не связался (напоминаю, в заказе был кофе, который везли более 50 минут). Я снова позвонила на номер 8-800 и отменила заказ. Магазин написал мне через 1,05 после оплаты заказа, я им ответила, что заказ отменен. Попросила мне вернуть деньги за заказ. В итоге, заказ не привезли, деньги не вернули. В 6 часов вечера мне представитель магазина сообщил, что возврат занимает до 3-х рабочих дней. Видимо, совсем дела у франчайзи плохо, если они и заказ привезти не могут, и 500 рублей возвращают по 3 рабочих дня. Честно говоря, была лучшего мнения об этой сетке.",372971,False,True,False,False,False,False
"Магазин неплохой, но если обьявлена акция, то этого товара уже нет на минуту открытия магазина и до вечера. Ответ еще нет и уже нет. А вечером из служебного выхода восточные девушки выносят огромные сумки",221545,False,False,False,True,False,False
"Бомжатник, круглосуточно на входе обделаные ""синьëры"". Видимо продают что-то "" Вкусненькое "". Мрак.",11331,False,False,False,False,False,True
"Отличное место, в отличие от остальных таких организаций в городе, здесь посещение просторнее и ассортимент шире. Персонал очень приветливый и отзывчивый! Двое мужчин помогали нам с выбором, но на кассе все впечатление испортила дама, работающая в тот момент за соседней кассой. Нет бы спокойно объяснить , кто должен вводить пинкод, начала орать и хамить, хотя была за другой кассой! Испортила все настроение и возвращаться туда больше не буду.",286261,False,True,False,True,False,False
"много раз уже писал и я, и другие жители нашего района Богородское, что нам жизненно необходимо, чтобы эта Дикси была в работе хотя бы до 1 часа ночи... Но не... время идёт. Жалобы и мольбы идут... а воз и ныне там... Только и остаётся, что пройти мимо закрытых дверей... и пойти куда подальше, далеко и надолго... Очень большое спасибо Администрации района, и сети Дикси тоже заодно, за то, что они искренне желают нам, жителям района Богородское, добра и счастья, и не игнорируют злостно все наши многолетние просьбы... Это прям делает вам Честь, уважаемая Администрация района Богородское, и сети магазинов Дикси заодно... Низкый вам там всем поклон. Спасибо. ",72061,False,False,False,False,False,True
"Посещаю практически каждый день. Просрочки попадались. Большой минус в том, что кассир чаще одна, народ всегда есть. Очень неприятно, особенно когда спешишь долго стоять в очереди. Хотя в зале рассчитано на 3 кассы. Но тут скорее нехватка работников. По ассортименту меня устраивает.  Мой плюс территориальный, он мне ближе всех, поэтому я там часто)))\n\nСпустя время хочу добавить. Смотрите чеки. Я уже ловила на якобы случайно пробила или цены не успели поменять. Но сегодня сама директор магазина пробила колбасу, которую я не брала. Не проверила чек и только дома обнаружила. Так что обязательно проверяйте их. Печально,что ходишь к ним,как постоянный покупатель и вот такое отношение. Ценники тоже всегда отличаются от тех , которые пробьют на кассе. Но для директора конечно стыдно 🙄 снимаю звёзды",300629,True,True,True,False,False,False
"Возможно и неплохой магазин, много что есть в наличии, но вот персонал оставляет желать лучшего. Продавцы постоянно меняются, неоднократно обсчитывали, продавали просрочку, часто ценник один, а на кассе - другая цена, сдачу тоже обсчитывают в свою пользу. Про управляющую вообще отдельный разговор. Таким людям нельзя работать с людьми, им нужно сидеть либо в кабинете за компьютером либо дома, так как общаться она совершенно не умеет. Всегда надменная, отвечает на вопросы через губу, в общем сплошной негатив. Раньше часто ходила, старалась на обслуживание не обращать внимание, но когда там начали откровенно хамить, перестала. \nСоветую вышестоящему начальству обратить внимание на данную ситуацию и принять меры, ведь из-за таких сотрудников вы не только теряете деньги, но и теряете репутацию. А ещё, если попадутся более принципиальные люди, то можно и на внеплановую проверку нарваться.",26359,True,True,False,False,False,False
"В последнее время в магазине отвратительное обслуживание, приходится долго искать продавца чтобы обратиться за помощью. \nСегодня продавец так была занята общением со своим знакомым, что напрочь проигнорировала как мой вопрос, так и моё присутствие в целом. Желания посещать данный магазин все меньше. ",463803,False,True,False,False,False,False
"Не советую, при мне привозили пирожки, в машине грязь сплошная,и мы это потом едим, ужасс. Торты вообще лежат открыты, дождь пыль, и мы это едим🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮🤮",236844,False,False,False,False,True,False
"Всё испортила последняя покупка говядины. Мясо вымоченное, видимо,  в соевом белке, на ощупь как холодец, при готовке выделяет нереальное количество воды.  Вкус отвратительный. И это продают. Дёшево, всего 450 р/кг, но огромными кусками. Место таким продуктам на помойке.",322534,True,False,False,False,False,False
"Обслуживание персонала 👎 грубые вечно не даволние все, весь персонал .Там как будто не за покупками  за ходиш а попрошайка какая не буд.  Такое чувство что Все от жизни не счастливые люди там собрались.. а касса это ещё ваще отдельно, такое чувство что они хотят чтобы им в руки дали ружё и они чтоб вес мир обстреляли 😂 с таким лицом сидят. Если чего-то не понятно и споросиш у них то их ответ прям убивает тебя. Уфффффф говорят 😤 с таким лицом а когда отходиш слава богу тихонько призносят. Если честно то я и моя семья давно больше не ездим туда за покупками хотя жывем рядом с этим магазином.",27821,False,True,False,False,False,False
Мне нравится этот магазин\nВсегда шикарный ассортимент \nПостоянная текучка персонала\nЭто упущение руководства\nНе ценят труд ребят и не оплачивают обещанное\nНет я не сотрудник я наблюдатель \nОЦЕНКА РУКОВОДСТВУ,227408,False,False,False,False,False,False
Всегда очень много просрочки. Неправильно хранят товар. Неправильные ценники ,126510,True,False,False,True,False,False
"Выбор продуктов и товаров хороший! НО ценники очень завышены!!!! 23.06.2023 купили 2 кг крыльев барбекю за 499 р за кг! Не хило, люди???))) Через час после покупки стали насаживать на шампура, а крылья воняют тухлятиной!!! Вот это сервис и качество,  господа!!! Короче,  благодарны от души персоналу и владельцам этого замечательного магазина!",496313,True,True,False,False,False,False
"Классный Супермаркет, продавцы все вежливые, на кассе суперские девчонки, а особенно мне нравится в мясном отделе девушка, к сожелению я не знаю её имени, молодцы работают с душой.! \n🌺🌺🌺",348548,False,True,False,False,False,False
"Не рекомендую, в данном магазине обсчитать покупателя это закономерность, что самое интересное продавцы не отрицают данный факт. Неприятно. По ассортименту все то же, что и в сетевых магазинах, разницы нет.",336393,False,True,False,False,False,False
"Заказал экспресс доставку, включая ролы из кулинарии,  ролы привезли с крышкой без этикетки, точнее этикетки вообще не было ,  половину съел ребенок, пока не заметили, запах не тухлый, но и не свежий, явно на просроченные ролы просто поменяли крышку! При этом все наборы ролов в самом магазине всегда с этикетками и сроком годности! Что бы еще хоть раз заказал что то из кулинарии перекрестка.... Позорище! от большого ума сотрудник кулинарии ""спас"" просроченные ролы? Дополняю, хлеб нарезной черемушкинский явно несколько дней полежал, как и самса, самсу пришлось так же выкинуть. Явно на сборке доставки общее указание собирать продукты заканчивающиеся по сроку, ",300514,True,False,False,False,False,False
"Персонал наглый, продукты бывают просроченными, а то и тухлый. Ходят кошки, везде лазают . Персонал очень медленный, отношение халатное, обманывают на кассее...",267602,True,True,False,False,False,False
"Грязный магазин, всегда неправильные ценники, валяются пьяные люди на полу. Всем на все плевать ",303031,False,False,False,False,True,False
Конечно магазин не плохой только было бы хорошо если был бы ассортимент по больше и мясо по свежее на прилавках,351820,True,False,False,True,False,False
"Магазин очень маленький, соответственно и выбор очень маленький. Парковка на 2 машиноместа, а остальное всё в луже. Вся охлажденная продукция всегда замороженная. Персонал дружелюбный.",454288,True,False,False,True,False,False
"Готовая еда просто ужас, просрочка. После такого не хочется ничего покупать в данном магазине",240044,True,False,False,False,False,False
"Зайдя в магазин, без машины времени  попадаешь так эдак в 80е. Обшарпанные стены, запах сырости, плохое освещение. Все положено вперемешку и тампаксы и сникерсы.  Цены естественно завышены. Принцип торговли, взять подешевле  продать подороже.",199489,False,False,False,False,False,True
