,address,name_ru,rating,rubrics,text,is_grocery,id,len,product_quality,staff_service,queues_checkout,assortment_availability,store_cleanliness,other_problem
426,"Москва, Старобитцевская улица, 21, корп. 2",КуулКлевер МясновЪ Отдохни,2,Магазин продуктов;Супермаркет;Магазин алкогольных напитков,"Из-за медленного обслуживания, начали пользоваться самовывозом, но все равно приходится стоять в очереди и ждать пока выдадут заказ. Чувствуется что у продавцов нет мотивации работать быстрее и лучше. Лицо магазина это продавец, но в последнее время ощущение что попадаешь на рынок из 90-х. \nИтог: заходить не хочется из-за очередей и недовольных продавцов. Но к качеству товара претензий нет. \nРаньше было лучше!",True,106175,415,False,True,True,False,False,False
427,"Москва, улица Генерала Кузнецова, 15к1",Дикси,1,Супермаркет;Магазин продуктов,"Внутри магазине вонять ,запах вонючий. Незнаю что. Кассири очень долго обслуживаеть , безпорядок. Больше не приду и некому не советаю.",True,106545,134,False,True,True,False,True,False
428,"Ставропольский край, село Александровское, Московская улица, 4",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Персонал вечно не доволен, такое ощущение, что пришёл к ним домой. Единственный магазин, где царит аура великих 90-х)))) Есть пару нормальных женщин, остальные мягко говоря прошли курсы, ""как Надоел этот мир""",True,106682,208,False,True,False,False,False,False
429,"Санкт-Петербург, улица Маршала Тухачевского, 31Б",Дикси,1,Супермаркет;Магазин продуктов,"Из этого магазина мне привезли заказ, не соответствующий чеку. Заменили дорогой сыр на более дешёвый, не доложили (или вытащили?) шоколад не самый дешёвый, положили не те сосиски. Деньги списали по заказу как будто все на месте. Как на рынке! Если не хуже. Обманщики",True,106934,266,True,False,False,False,False,True
430,"Московская область, Павловский Посад, Павловская улица, 26",Дикси,2,Супермаркет;Магазин продуктов,"Очень часто ценники не соответствуют действительности. Акционные товары быстро заканчиваются, если прийти после рабочего дня, ничего уже не будет. \nНа один товар иногда стоит одновременно 2 ценника с разной ценой. ",True,107008,215,False,False,False,True,False,True
431,"Брянск, улица Есенина, 18",Лагуна,1,Магазин продуктов,"Магазин никакой, товар просрочка еще и умудряются продавать детям. Продавцы не заинтересованы в продаже товара. Так забегаловка для синих",True,107066,137,True,True,False,False,False,True
432,"Москва, улица Талалихина, 41с67",Микояновский мясокомбинат,1,"Магазин мяса, колбас;Производство продуктов питания;Мясная продукция оптом;Магазин продуктов","Сам магазин не плохой, но если хотите построить карьеру, то не советую. Надо будет сдавать тест психологический который к работе вообще не относится, так же ответы даются которые к вопросам, там нет такого ответа который именно тебе подходит, а делают так, чтоб им было выгодно.",True,107427,278,False,False,False,False,False,True
433,"Самара, Волжское шоссе, 105, корп. 1",Кристальная,1,Продажа воды;Магазин продуктов;Безалкогольные напитки,Воду во время не привозят \nВодители отключают телефон и вы остаетесь без воды\nУжасный сервис,True,108321,94,False,True,False,True,False,False
434,"Москва, Братиславская улица, 27, корп. 1",Дикси,1,Супермаркет;Магазин продуктов,"Касс много , кассир один и это в то время когда очередь больше 7 человек,  все идут с работы. Обычно в это время в других магазинах работают все кассы , или по мере поступления очереди кассиры подсаживаются ! А тут спросила есть ли ещё кассиры бедный единственный кассир сказал что он один , и больше нет не кого . А куда простите все делись ? Если нет персонала пусть работает директора, замы , товароведы !",True,109703,408,False,False,True,False,False,False
435,"Санкт-Петербург, Невский проспект, 142",Дикси,1,Супермаркет;Магазин продуктов,"25.05.2023\nХотел в данном магазине приобрести мороженное, выбрал 3 стаканчика (лежали сверху) прощупал их,  показались перемороженными, пока шел до кассы решил посмотреть на срок годности \nВ итоге:\n1 стаканчик годен до 08.06.2023\n2 стаканчик годен до 23.04.2023\n3 стаканчик годен до 18.05.2022 (Да, он был просрочен НА ГОД)\nНа кассе посмотрели взглядом, что это так и должно быть.\nТак что, перед покупкой смотрите на СРОКИ ГОДНОСТИ.\n",True,110285,441,True,False,False,False,False,False
436,"Московская область, Люберцы, Новорязанское шоссе, 1А",Да!,2,Супермаркет;Магазин продуктов,"Всё  бы ничего, если б была охрана. Ходят молодые парни,попрашайничают,просят купить детское питание по 900 руб,потом его сдают назад в магазин,кассиры предупреждают чтоб не покупали,так эти начинают угрожать. Не хочу туда заходить,чтоб за тобой ходил непонятный чел и ныл что его ребёнку нечего есть. Организуйте порядок,наймите хорошую охрану!",True,110435,345,False,False,False,False,False,True
437,"Москва, поселение Внуковское, улица Бориса Пастернака, 17",Дикси,1,Супермаркет;Магазин продуктов,"Сегодня в отделе с приправой не оказалось пакетика маги для макарон с сыром. Пришлось брать обычный брусок сыра Сыробогатов на замену. Сыр не расплавился в сливках и остался плавать в них в консистенции ластика-клячки. Блюдо не получилось совсем, все ингредиенты остались раздельно. Вкуса ноль, жевать было невозможно, после такого осталось ждать только гастрит.\nДед умер от несварения.",True,110589,387,True,False,False,True,False,False
438,"Тюменская область, село Упорово, улица Крупской, 29А",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Продавцы магазина флиртуют с покупателями-мужчинами, недвусмысленные намеки, улыбочки, стреляние глазками. Смотреть со стороны на такое зрелище неприятно. Прошу администрацию магазина провести беседу о морально-нравственном облике женщины -продавца.",True,110630,249,False,True,False,False,False,False
439,"Тюменская область, село Упорово, улица Крупской, 29А",Магнит,2,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,Цена на кассе очень часто не совпадает с ценой на ценниках. Продавцы могут позволить себе грубые слова в адрес покупателей.,True,110631,123,False,True,False,False,False,True
440,"Свердловская область, Краснотурьинск, улица Карпинского, 23",Красное&Белое,1,Магазин алкогольных напитков;Магазин продуктов,"Очень маленький магазин, невозможно разойтись покупателям, все нагромождено, торгуют табачной продукцией в нарушение Федерального Закона 15-ФЗ  (100 метров до образовательной организации)",True,110639,187,False,False,False,False,False,True
441,"Москва, Мукомольный проезд, 9, корп. 1",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Маленький, неудобный, постоянно куча гастеров, куча народу, очереди... Крайне не приятный магазин... Через мост на много круче и богаче в выборе магнит.",True,110662,152,False,False,True,False,False,False
442,"Воронежская область, Лиски, улица Луначарского, 12",Магнит,2,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Хамоватый персонал ,навязывают постоянно что-то купить по акции, на кассе очередь т.к из двух работает только одна ,с ценниками тоже беда ,особенно на заморозке.",True,110755,161,False,True,True,False,False,True
443,"Москва, Весенняя улица, 10",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,Это магазин или Обезьяник ??? 2.02.23 удосужилось посетить данное место при входе стояли 2 работника как понимаю грузчики или ещё кто-то и они начали бороться 🤣🤣🤣 это вообще нормально??? Почему данные зверьки не находятся на своём рабочем месте?? Или это в стиле магазина Магнит ??? Короче мрак . Нужно ещё проверить на сколько качественные продукты там продаются ,True,110763,364,False,True,False,False,False,False
444,"Новосибирск, улица Аксёнова, 25",Мария-Ра,2,Магазин продуктов;Супермаркет,"Персонал изменился, раньше *** была полная (речь про деректрису магазина) которая орала и материла детей. Стоим с друзьями выбираем шеколад, подходит начинает орать и выгонять, по историям некоторых знакомых там ценики на товарах и на кассе бывают разные.\n Кассы в машазине 3 штуки, роботают при этом в среднем 1-2 кассы.в магазине довольно грязно, но бывает более менее.\n Выбор увеличился но цены зашкаливают, прям как в ленте. Только в ленте чище и лучше что по выбору то и по качеству.\n Еда *** дорогая и не редко просроцена или испорчена. Например нет этикетки или помята.очереди большие только днем и вечером.\nЖиву рядом с этим магазином, туда хожу редко.",True,110991,664,True,True,True,False,True,True
445,"Московская область, Жуковский, улица Серова, 15, стр. 2",Дикси,1,Супермаркет;Магазин продуктов,"На прилавках не свежий товар, овощи фрукты в уставшем состоянии ",True,111118,64,True,False,False,False,False,False
446,"Владимирская область, Петушинский район, Покров, улица Ленина, 39",У Александра,1,Кафе;Магазин продуктов,Всегда заезжал пообедать в это кафе из москвы и в кафе на спротив когда ехал в москву еда отличная все четко и быстро даволен кафе на протяжение многих лет Но сегодня в кафе  заехав перекусить купив первое второе и салат к 1 и 2 блюду претензий нет но салат показался кислым попросил человека за соседним столиком оценить на запах оказалось что это не только мои предположения .Тихо спокойно подошел на раздачу и отдал его девушке сказав что помоему он не совсе свежий она его просто унесла придя обратно мне ничего не поменяли не вернули деньги даже ничего не сказали я конечно понимаю что поток огромен и бывает всякое ну хотя бы просто поменяли на нормальный а не игнорировали стоял как ......настроение (. все что оставалось  нетронутое на столе оставил и ушел походу им нужнее!теперь туда не ногой за такое отношение!,True,111463,822,True,True,False,False,False,False
447,"Владимирская область, Петушинский район, Покров, улица Ленина, 39",У Александра,1,Кафе;Магазин продуктов,"Забегаловка,полная антисанитария,дикие очереди,не вкусная дорогая еда.",True,111466,70,True,False,True,False,True,False
448,"Волгоград, проспект Столетова, 50",Красное&Белое,1,Магазин алкогольных напитков;Магазин продуктов,"Магазины этой сети перестали быть актуальными, т.к. продаваемый товар (алкоголь) вызывает недоумение из-за своего низкого качества, упаковка нормальная, а вот качество алкоголя отличается худшим качеством по сравнению с аналогичными товарами из Перекрёстка. Не рекомендую !",True,112000,273,True,False,False,False,False,False
449,"Ставропольский край, Железноводск, улица Чайковского, 2",Центр,2,Торговый центр;Универмаг;Магазин продуктов,"Очень странный магазин. Разве там чьо то покупают? Туда если кто и приходит, знакомые) наверное с продавцами поболтать. Продавцы как в святые советские времена, ну очень неприветливве",True,112401,183,False,True,False,False,False,False
450,"Владимирская область, Суздальский район, посёлок Боголюбово, улица Ленина, 44А",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Продукция лежит не на своем месте ищешь цену сколько стоит тот или ной продукт,особенно где вафли Пряники,\nБардак в общем да понятно из за чего народу не хватает не успевают,нужно завозить больше товара ",True,113682,204,False,False,False,True,False,True
451,"Москва, поселение Щаповское, посёлок Курилово, Школьная улица, 7А/1",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Никогда не работает табло на кассах!Не видно сколько стоит товар и что тебе пробивают и по какой цене.Это специально делают чтобы нас обманывать?Увидите в чеке!В этом чеке и в очках ничего не видно,с лупой изучать надо!",True,113727,219,False,False,True,False,False,True
452,"Нижний Новгород, улица Коминтерна, 166",SPAR,2,Супермаркет;Магазин продуктов,"Несколько раз при оплате на кассе возникали ситуации, когда товар пробивают по цене, отличающейся от ценника. Кассир объясняет тем, что не успевают следить за ценами. \nМолоко постоянно с оканчивающимся сроком годности",True,113746,218,True,False,True,False,False,True
453,"Саратовская область, Аркадак, улица Каплунова, 64",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Микроскопические ценники, все в куче. Натоваре их нет. Что-то найти не возможно. Постоянно товар меняют в разные места. Персонал меняется постоянно. Спросить в зале не у кого. Цены растут почти каждый день",True,113808,205,False,True,False,False,False,True
454,"Томск, проспект Ленина, 259",Керепеть,2,Магазин продуктов,"Заходишь всегда темно и не очень чисто. Заходить в этот магазин не приятно. Живём рядом, а чаще ходим в другие магазины которые дальше.",True,113964,135,False,False,False,False,True,False
455,"Москва, Ломоносовский проспект, 23",Все Есть,1,Магазин продуктов,"Хотела не так давно написать хороший отзыв, но магазин очень испортился буквально за последний месяц-полтора. Овощи и фрукты на прилавке состояния ""без пяти минут гниль и увядание"", по цене как за качественный продукт. Ценников на продукт или нет вообще или на кассе цена минимум в 1 раз выше. Состав готовой кулинарии в общем доступе не представлен. Покупаешь кота в мешке, что является грубым нарушением закона прав потребителя.  ",True,114172,432,True,False,False,False,False,True
456,"Москва, поселение Московский, жилой комплекс Филатов Луг, улица Картмазовские Пруды, 2, корп. 1",Дикси,2,Супермаркет;Магазин продуктов,Вот такой красавец на прилавке был замечен 09.07.23,True,114236,51,True,False,False,False,False,False
457,"Московская область, Сергиево-Посадский городской округ, село Муханово",Продмаг,1,Магазин продуктов,"Хотели купить пиво,продавец(вероятнее владелец,по слухам) отказался продавать, вдабливая о каком-то законе,которого в помине нет,можно было поставить 0 звезд,поставил бы так.Также спорят,прогоняют и так далее",True,114687,208,False,True,False,False,False,False
458,"Ростовская область, Орловский район, посёлок Орловский, Февральский переулок",Казачий,2,Магазин продуктов,Мне не нравится сама атмосфера. Очень не доброжелательные продавцы-кассиры. Гнетущая обстановка.,True,114753,96,False,True,False,False,False,False
459,"Москва, улица Академика Анохина, 42, корп. 2",Дикси,1,Супермаркет;Магазин продуктов,"Кассы расположены ужасно не удобно, овощи и фрукты не очень хорошего качества, в зале просроченные товары! Один плюс это касса самообслуживания",True,114986,143,True,False,True,False,False,False
460,"Москва, Ленинградский проспект, 80к17, Б",Перекрёсток,1,Супермаркет;Магазин продуктов,"Администрация на 28.06.2023. Дьяченко Алла зам и все. Обматерили, обсклочничали, угрожали расправой. И даже не пытались решить вопрос.\nНадеюсь у Дяченко будет выкидыш, сравнимый с прыщивым жиром на ее лице. Это дно из дна. Людьми они точно не являются давить их",True,115663,262,False,True,False,False,False,True
461,"Кемеровская область, Осинники, улица Ленина, 2Б",Закрома Родины,2,Магазин продуктов,"Был раньше, когда то магазин ""Закрома родины"". он закрылся. А теперь там Алко-круглосуточная забегаловка... выбора ... толком ничего нет... один алкоголь, вода, хлем и так по мелочи... полупустые прилавки...",True,115670,207,False,False,False,True,False,False
462,"Тульская область, Алексин, Пионерская улица, 12А",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Хороший магазин,замечательная заведующая,отзывчивая приветливая и креативная постоянно в поиске улучшения условий обслуживания покупателей.",True,115860,139,False,True,False,False,False,False
463,"Санкт-Петербург, набережная Обводного канала, 108",Ароматный мир,1,Магазин алкогольных напитков;Магазин продуктов,"Потрясающе хамское отношение продавцов к покупателям!!! Создается впечатление, что пришел к ним в дом и посмел отвлечь их от увлекательной беседы! Интересно, что на мое замечание, что это магазин формата ""у дома"" и к ним заходят в большинстве одни и те же покупатели, получила ответ, что ""Вот и не надо больше заходить, у нас и так работы хватает""!!! ",True,115894,351,False,True,False,False,False,False
464,"Санкт-Петербург, набережная Обводного канала, 108",Ароматный мир,2,Магазин алкогольных напитков;Магазин продуктов,"Не люблю этот магазин. Очень дорогой. Одни и те же брэнды продают в 1,5 раза дороже чем конкуренты.",True,115895,99,False,False,False,False,False,True
465,"Омск, улица Орджоникидзе, 88",Магазин продуктов,1,Магазин продуктов,"Магазин с бесконечной просрочкой(постоянные возвраты продукции). Магазин живёт за счёт привезённой выпечки, которая к сожалению тоже не всегда свежая...... Продавцы есть хорошие, есть витающие в ОБЛАКАХ. А Магазин ещё и круглосуточно работает.......",True,115985,249,True,False,False,False,False,False
466,"Удмуртская Республика, Ижевск, Воткинское шоссе, 81В",Любимый гастрономчик,1,Магазин продуктов,"Магазин ни о чем. Выбрать не из чего. Персонал это отдельная история. Вечно недовольные продавцы. Была бы возможность, в жизни бы не пошла в этот магазин ",True,116399,154,False,True,False,True,False,False
467,"Московская область, Лобня, улица Катюшки, 53Д",Инь янь,1,Магазин продуктов,"Ужасный сервис, заказали роллы и ждали доставку 3 часа через деливери, курьер на карте не отображался, связи с рестораном никакой не было. В конечном итоге отказались от заказа, остались голодные и недовольные!!!",True,116760,212,False,True,False,False,False,True
468,"Челябинск, улица Братьев Кашириных, 134/1",Продукты,1,Магазин продуктов,"Максимально не опрятное место, с нелегальной продажей суррогатного алкоголя. Еда на прилавках, на вид лежит месяцами. Надеюсь когда-нибудь этот гадюшник прикроют.",True,117298,162,True,False,False,False,False,True
469,"Челябинск, Трудовая улица, 29",Магазин продуктов,1,Магазин продуктов,"Пришла моя знакомая, и там какая-то возле входа сидит бабушка может сотрудник магазина уборщица она вроде бы, но в продавцах её не было,\nсама курит и говорит, фу что за уродство по отношению к моей знакомой, это что нормально, сама видно только после большого праздника, лица на ней не было, мешки. Куда начальство смотрит такого магазина. Одежда уборщицы, к продавцам хорошее отношение, они все молодцы, но если они с такими работают.",True,118725,436,False,False,False,False,False,True
470,"Республика Татарстан, 16К-0704",Продукты,1,Магазин продуктов,"Сегодня, 29. 05. 2023 года в 13-00 часов бабушка купила куриный рулет фирмы «Агросила», пришлось у продавца спрашивать и верить на слово, что продукт свежий, так как при себе не было очков. Придя домой и отрезав кусок, было понятно, что он испорченный ( с душком). Вот так запросто продавец, решил отравить старую бабушку!!!! Не капли уважения к возрасту, и зная про маленькую пенсию, все равно пошла на обман. Надеюсь, что и она в почтенном возрасте, не раз попросит помощи, и ей помогут люди так же, как и она сегодня обманула пожилого человека!!! Бумеранг не кто не отменял!!!",True,119688,579,True,True,False,False,False,False
471,"Московская область, Красногорск, Павшинский бульвар, 1",Дикси,1,Супермаркет;Магазин продуктов,"Хожу сюда уже много лет, т.к. рядом с домом. Плюс этого убогого магазина только один - работает 24 часа в сутки.\nМинусы:\n- вечно перепутанные или отсутствующие ценники на товары\n- температура в холодильниках выше нормы, по этому например молочка портится гораздо быстрее , чем должна.\n- вечные очереди вечером больше 5-6 человек на кассах.\n- ВСЕГДА куча просроченных овощей и фруктов - такое ощущение что они это сгнившое месиво таким и привозят в магазин, ну или забирают где-то утилизированный товар из других магазинов.\n- ОЧЕНЬ НЕудобные кассы после реконструкции магазина - мало места для упаковки в пакет купленного товара, так ещё часть этого места занято рекламными безделушками и вредными вкусняшками…",True,119700,715,True,False,True,False,False,True
472,"Рязань, улица Пушкина, 35",Раменский Деликатес,1,"Магазин мяса, колбас;Магазин продуктов","Ужасный магазин. Всегда там покупали товары. Сегодня в др мужа приехали за шашлыком, нарезкой, колбасой, купатами, сыром и тд. Стояли с 5-летним ребёнком 15 минут. Наблюдали как продавец ходит туда-сюда. Покупателей не было. Попросили отпустить товар. Наткнулись на отказ. ""Чудесное"" обслуживание. Просто так после 15 мин ожидания нам не продали товар. Спустя полчаса кстати получили смс с поздравлениями и рассказами о скидках на др(тк были постоянными покупателями). Продукция неплохая, цены выше средних. Но как добыть товар?? Самим идти за прилавок? Честно- в шоке!!! Больше ни ногой",True,119967,587,False,True,False,False,False,False
473,"Воронежская область, Лиски, улица 40 лет Октября, 62А",Чижик,2,Супермаркет;Магазин продуктов,"Приятный на первый взгляд магазин. В помещении зала чисто, товар разложен аккуратно, ценники на местах. Люблю автоматические двери, не надо браться за заляпаные ручки. Продавцы приветливые.\nНо все эти плюсы перечеркиваются одним обстоятельством: постоянное несоответствие веса товара в чеке с контрольными весами и всегда не в пользу покупателя. Попросту обман покупателя. \nОчень неприятно.",True,120332,392,False,True,False,False,True,True
474,"Москва, Кастанаевская улица, 6",Пятёрочка,2,Супермаркет;Магазин продуктов,"Заходила недавно в банкомат снять деньги,который стоит в магазине Пятёрочка, вот лично у меня нет никакого желания приобрести товары и продукты. Магазин не вызывает у меня желания там,что-то покупать.Это мое мнение",True,120607,214,False,False,False,False,False,False
475,"Тамбовский район, село Покрово-Пригородное, улица Семёнова, 2А",Продукты,1,Магазин продуктов,"Очень часто попадались не свежие продукты, например,  сыр и колбаса.Из плюсов свежий хлеб, к сожалению, без упаковки. Печенье весовое внутри с инородными предметами, вопрос ,конечно, не только к продавцу, но и к производителю. Хотя раз вы торгуете данным товаром,то  должны быть уверены в качестве.",True,120808,298,True,False,False,False,False,False
476,"Республика Дагестан, Махачкала, улица Громова, 61",Venera,1,Магазин продуктов,"Женщина которая там бывает , взрослая вроде а такая грубая , хмурая все время , портит все представление о магазине ",True,121135,116,False,True,False,False,False,False
477,"Москва, Абрамцевская улица, 9, корп. 1",Винлаб,1,Магазин алкогольных напитков;Магазин продуктов,"Ассортимент хорош, за исключением одного ""но"": на ценниках указанна стоимость продукции по карте ВинЛаб, а не фактическая, что я узнал уже после покупки продукции. Кроме того, возможно в данном магазине работает несовершеннолетний продавец - молодой парень. Спросил у меня документы, показал фото паспорта с госуслуг, однако продавец, который явно лет на 10 моложе, а может и больше, парировал, что с госуслуг он не верит. На мой логичный вопрос, а есть ли продавцу 18, он промолчал. Прошу администрацию провести ликбез с сотрудниками на тему: что такое приложение госуслуги и как с ним работать. \nНо в данный магазин больше ни ногой. ",True,121556,636,False,True,False,False,False,True
478,"Москва, Селезнёвская улица, 4",Ароматный мир,1,Магазин алкогольных напитков;Магазин продуктов,"Все, кончился магазин. Рухнул в одно мгновение.\nАкции в прошлом, а в настоящем повальное несоответствие ценников стоимости на кассе и легкобыдливое отношение продавцов. Из разряда не к нам вопрос, ничего пересчитывать не буду и звоните на горячую линию. Жаль, раньше было все совсем не так((",True,121606,292,False,True,False,False,False,True
479,"Алтайский край, Барнаул, микрорайон ВРЗ, улица Воровского, 111",Новь,2,Магазин продуктов,"Магазин хороший, но пахнет рыбой очень сильно, ну а так магазин отличный",True,121908,72,False,False,False,False,False,True
480,"Калининград, улица Аллея Смелых, 22",Аллея,1,Магазин продуктов;Кофе с собой,"Приходилось пользоваться услугами. Как мясники. Ни какого уважения к больным. Грубость, хамство. Долго ждать. Конечно не всё там такие. Но они есть!!! 😂",True,121974,152,False,True,False,False,False,False
481,"Ставрополь, улица 50 лет ВЛКСМ, 16/4",Закрома,1,Супермаркет;Магазин продуктов,"Магазин очень испортился,по полкам с хлебом ползают тараканы, лаваш ужасный сырой не стандартно маленького размера и батоны ,те что были багетами ,продаются в отломанном виде половинками обернутом в пленку. Мама со слепу купила там.Безобразие, никогда в жизни больше ни ногой в этот отвратительный магазин!",True,122332,306,True,False,False,False,True,False
482,"Москва, улица Шаболовка, 63к1",Дикси,2,Супермаркет;Магазин продуктов," Ставлю двойку, за то что Дикси магазин социального уровня, а цены там вовсе не социальные. ",True,122735,92,False,False,False,False,False,True
483,"Саратов, улица имени В.И. Чемодурова, 8А",Гроздь,2,Магазин продуктов;Супермаркет,"Маленький магазин всегда посторонние запахи, ассортимент продукции маленький товар не совпадал с ценниками(((хорошо что данная сеть магазинов закрывается!!!",True,122946,156,False,False,False,True,True,True
484,"Москва, Высоковольтный проезд, 2А",Магнит,1,Магазин продуктов;Магазин хозтоваров и бытовой химии;Супермаркет,"Ужас! В плане отношения к покупателям. Не однократно получалось так, встаёшь на кассу, а кассир занят своими делами, потом с таким ""недовольным лицом"" просит пройти на другую. Но сегодня было нечто, посетила магазин вместе с маленьким ребёнком, ребёнок закопризничал,на что кассир заткнул пальцами уши, и во весь голос говорит,что она это не вынесет. Извините конечно, но это ребёнок маленький(2 года)терпела до последнего , пока кассир не стал мне швырять продукты, лижь бы быстрее ушла. Я конечно понимаю всё, но не швырять продукты, и торопить покупателя. Очень не приятно, с каждым разом всё меньше желания к Вам приходить.",True,123249,627,False,True,True,False,False,False
485,"Москва, улица Новый Арбат, 15",Перекрёсток,1,Супермаркет;Магазин продуктов,"Заказали готовой еды много, очень много, ждали сборки около часа с лишним. Через час звонит сотрудник, который говорит на русском языке также, как я на японском. И еле-еле объясняет, что в наличие нет НИЧЕГО. НИЧЕГО НЕТ!!!! Вся готовая еда закончилась. Тот, кто делал сайт-идиот? Умственно отсталый? Или в чем проблема? Почему я должна тратить столько времени, чтоб выяснить, что в магазине нет ничего! А вы чем торгуете тогда, если у вас ничего нет? Что забыли на сайтах доставки? Мне у вас что заказывать? Как не соберешь - звонок по вашему заказу «мы убрали больше половины позиций, потому что их нет». Не первый раз такое. Буду ли я еще заказывать что-то ? Хахаха, и вам не советую тратить время. Ведь вашего заказа в магазине не окажется, они торгуют воздухом, походу. Чтоб вы знали, деньги возвращаются тоже не за 3 секунды за вымышленный на сайте заказ за несуществующие в магазине товары. Ни-ко-гда больше не буду заказывать в этой помо….магазине",True,123963,954,False,True,False,True,False,False
486,"Москва, улица Новый Арбат, 15",Перекрёсток,1,Супермаркет;Магазин продуктов,"Сутки назад сделала заказ в интернет магазине. Продукты для ребенка на даче (с няней живет). Привезли не тот заказ - вообще из Магнита поздно вечером. Видимо, курьер в ночи понял, что перепутал, вернулся, стучал в калитку и напугал ребенка (окна его комнаты выходят на калитку). Сейчас время 3 часа дня и мне никто не может сказать, когда я получу свой заказ. Не возвращают деньги. Никто не звонит и отписываются фразами «мы делаем в е возможное». Что вы там делаете, интересно? Отвратительный сервис в Сергиевом Посаде. Обновление. Спустя 7 часов после моего обращения сегодня мне написали, что в течение 18!!!! часов примут решение по моему вопросу - доставить ли мне оплаченные сутки назад продукты! ",True,123964,703,False,True,False,False,False,True
