address,name_ru,rating,rubrics,text,is_grocery,id
"Москва, Уральская улица, 7",Пятёрочка,5,Супермаркет,"Хорошая пятерка,качество продукции отличное,цены приемлимые,много скидок со скидочной картой,расположенно в 7 минутах ходьбы от метро Щелковская,есть кассы самообслуживания",False,66911
"Ставропольский край, Предгорный муниципальный округ, станица Ессентукская, улица Гагарина, 9/1",Пятёрочка,5,Супермаркет,"Добрый и отзывчивый персонал. Всегда всё подскажут и посоветуют. Чисто, ценники на месте и адекватны. Спасибо что вы у нас есть.",False,67577
"Великий Новгород, Большая Московская улица, 104, корп. 1",Пятёрочка,5,Супермаркет,"Отличный магазин и приветливый персонал, всем рекомендую эту Пятерочку.",False,68046
"Самара, Красноглинский район, посёлок Управленческий, улица имени академика Н.Д. Кузнецова, 9",Пятёрочка,4,Супермаркет,Не всегда совпадают ценники и товар ,False,68047
"Московская область, Орехово-Зуево, Парковская улица, 16",Пятёрочка,5,Супермаркет,"Тесновато, ассортимент хороший, сотрудники вежливые, всегда готовы помочь, подсказать, рассказать о товаре, часто бывают скидки, для меня актуальны корма для животных, покупаю по скидочным ценам. Расположение тоже нормальное, место бойкое, как говорится, в центре микрорайона, рядом торговый центр, поликлиника, по ходу люди идут за необходимыми покупками, для многих жителей магазин в шаговой доступности",False,68083
"Воронеж, Сельская улица, 2/2",Пятёрочка,5,Супермаркет,"Хороший магазин, очень выручает, учитывая то, что в нашем раойне практически нет подобных.. Также радуют отзывчивые ркботники магазина. Единственное что хотелось бы улучшить, так это ассоритимент товара и продолжительность на те или иные хороший акции",False,68104
"Пермь, Ветлужская улица, 125",Пятёрочка,5,Супермаркет,"Лучшая пятёрочка на районе! Чисто, красиво, хороший ассортимент, приветливые продавцы и горячие булочки ) ещё бы кассу самообслуживания добавить для полного счастья",False,68168
"Пермь, Ветлужская улица, 125",Пятёрочка,5,Супермаркет,"Хороший магазин,приветливый персонал,хороший ассортимент.\nУдобное расположение",False,68169
"Пермь, Ветлужская улица, 125",Пятёрочка,5,Супермаркет,"Персонал приятный,отзвычивый.Выбор и качество товаров,как в большенстве магазинов сети Пятёрочка.Есть выпечка.Расположен с основной дорогой,но лучше заезжать если двигаешься со стороны центра города в Кировский район.",False,68170
"Ростовская область, Новочеркасск, улица Клещёва, 2А",Пятёрочка,5,Супермаркет,"Хороший просторный магазин, товар аккуратно выложен, много товара по акции,что помогает экономить бюджет, большой ассортимент, можно выбрать товар по своему вкусу.  Персонал приветливый, всегда подскажут,месли что-то не получается найти. На кассе можно снять деньги с карты сбербанка, что очень удобно. Так же есть постомат 5post, удобно получать заказы из интернет-магазинов. Рекомендую.",False,68254
"Киров, улица Ивана Попова, 56",Пятёрочка,5,Супермаркет,"Всем здравствуйте, пишу отзыв.мой любимый магазин возле дома, очень много раз играла в автомате там, выиграла 3 раза, Вывод:никогда никого не слушайте, действуйте . теперь перейдём к магазину. Цены нормальные, много скидок, приветливый персонал. Качество товаров хорошее. Вывод:приходите.",False,68316
"Челябинск, Ленинский район, улица Гагарина, 58",Пятёрочка,5,Супермаркет,"Стосот! Раньше здесь был 16 гастроном, сейчас Пятёрочка, люблю его и хожу в него с детства.",False,68384
"Оренбург, Северный проезд, 11",Пятёрочка,5,Супермаркет,"Очень рада открытию магазина возле дома! Тепер  НП нужно далеко бежать  за продуктами. И график работы очень удобный, всегда можно успеть за самым важным и забытым))) Очень вкусная свежая выпечка каждый день ☀ И очень классный персонал, за работников отдельно 5 звёзд)",False,68430
"Москва, поселение Внуковское, бульвар Андрея Тарковского, 1",Пятёрочка,3,Супермаркет,"Учитывая, что это единственный супермаркет в ЖК, то можно было Пятерочку и почище сделать",False,68449
"Удмуртская Республика, Воткинск, улица Кирова, 58А",Пятёрочка,5,Супермаркет,"Из всех ""Пятёрочек"" Это второй мой любимый магазин. Очень комфортно, светло, чисто. Гостеприимный персонал, всегда подскажет, покажет и отпустят без очереди🫶",False,68569
"Воронежская область, рабочий посёлок Таловая, Советская улица, 168",Пятёрочка,2,Супермаркет,"Да,удобная парковка,но минусы,то,что частенько обманывают,особенно в весе продуктов,вернуть деньги,если оплачивать картой,не является доступным,касиры обвешивают, извиняясь, но по новой обвешивают.так что проверяйте чеки,товары,и вес на контрольных весах!!!",False,70097
"Краснодарский край, Новокубанск, улица Нева, 25/1",Пятёрочка,5,Супермаркет,"Чисто, уютно, приятно находится, все разложено по своим полкам, удобная парковка и расположение магазина, хороший выбор продуктов, цены приемлемые, рекомендую",False,70108
"Владимирская область, Юрьев-Польский, Советская площадь, 2Г",Пятёрочка,5,Супермаркет,"Персонал нормальный и вежливый. В магазине чисто, на стелажах все уложено. Удобное расположение товаров. Скидки и акции постоянно. Широкий выбор товаров. Небольшие очереди бывают, но быстро проходят.",False,70195
"Нижегородская область, Павлово, Коммунистическая улица, 73",Пятёрочка,5,Супермаркет,"Отличный магазин! Чисто всегда, очень вежливый и улыбчивый персонал. Цены на некоторые продукты действительно ниже, чем в других пятерочках. Мне лично просрочка попалась один раз. И то только потому, что продукт завалился, а я его откопала. А так не было больше ни разу. И несоответствие ценника и чека мне ни разу не попалось. ",False,70512
"Краснодарский край, станица Каневская, улица Некрасова, 56А",Пятёрочка,5,Супермаркет,"Такой же магазин 5, как и остальные. Персонал вежлив и внимателен.",False,70561
"Псков, Вокзальная улица, 32",Пятёрочка,4,Супермаркет,"Расположен очень удачно рядом с вокзалом. Удобно, когда уезжаем из города. Парковка оставляет желать лучшего. В слякоть рядом с магазином каша. Парковку не убирают. Выбор товаров разный. Маленький выбор майонеза очень. Огурцы дорогие. Часто работает только одна касса. Следите за тем, что в чеке пропечатано! Иногда там есть товары, которых и не брала.",False,70602
"Саратовская область, Пугачёв, улица Кутякова, 30А",Пятёрочка,5,Супермаркет,"Расположение магазина удобное. Персонал приветливый, отзывчивый, на любой вопрос охотно и лаконично отвечают, всегда рады помочь с выбором. В магазине чисто, всегда видно как персонал шуршит))) все всегда в работе. Молодцы, в ваш магазин приятно заходить!",False,70620
"Волгоград, Ростовская улица, 9А",Пятёрочка,5,Супермаркет,Хороший магазин с большим ассортиментом товаров.Приветлевый персонал.,False,70655
"Москва, Ярославское шоссе, 28",Пятёрочка,5,Супермаркет,"Хороший отзывчивый персонал. Достаточно разнообразный ассортимерт. Чистый магазин.\nМинусы в магазине часто душно, возле первой кассы плохо ловит интернет из-за этого часто не открывается карта лояльности в приложении и плохо срабатывает оплата по qr-коду!  \nОстальрые минусы относятся скорее к сети.\nНет возможности применить карту по номеру телефона.",False,70671
"Москва, Ярославское шоссе, 28",Пятёрочка,0,Супермаркет,"Мне магазин  очень нравится, хороший ассортимент, приветливый и внимательный персонал. Ассортимент  хороший.",False,70672
"Краснодарский край, станица Кущёвская, Совхозный переулок, 101лит3",Пятёрочка,5,Магазин продуктов;Супермаркет,"Часто заезжаю в данный магазин, всегда чисто и приветливый персонал",True,70738
"Республика Татарстан, Казань, улица Абсалямова, 9",Пятёрочка,5,Супермаркет,"Магазин Большой мне понравилось, выбор хороший и разнообразный. Товар вроде свежий, расположение касс удобное. В магазине чисто и недалеко от чаши.",False,70889
"Республика Татарстан, Казань, улица Копылова, 5/1",Пятёрочка,5,Супермаркет,"Просторные залы, вежливое обслуживание, удобное расположение, скидки, свежая выпечка, разнообразие ассортимента, парковка.",False,70931
"Нижегородская область, Краснобаковский муниципальный округ, рабочий посёлок Ветлужский, Первомайская улица, 35",Пятёрочка,5,Супермаркет,"Пятёрочка наша -самый лучший  маркет,особенно по обслуживанию покупателей,коллектив вежливый,девчата приветливые,хотелось бы ,чтоб ассортимент чаще менялся,т,к,хочется разнообразия",False,70994
"Москва, Тарусская улица, 18, корп. 2",Пятёрочка,4,Супермаркет,"Стараются поддерживать чистоту, но овощи не очень",False,71008
"Московская область, городской округ Серпухов, Пущино, микрорайон Д, 21",Пятёрочка,1,Супермаркет,"Товарищи, это жесть! Который год (? ) уже там этот магазин, а проблему с лестницей так и не решили?! Лестница пустая!!! Плитки, которые они кладут на лестницу, трещат и ломаются под ногами у людей, а там ноги переломать легче некуда. Отвратительная халатность, которая будет стоить здоровья людей.",False,71024
"Белгородская область, Старый Оскол, микрорайон Королёва, 5Б",Пятёрочка,5,Супермаркет,"Персонал очень вежливый, выбор товаров как и во всей сети совпадает по акциям. Продукты свежие и выгодные цены. Магазин нравится, удобное расположение и двери открываются при движении. Мне это важно, так как с детской коляской очень удобно входить и не надо ждать посторонней помощи.",False,71122
"Липецк, улица А.Г. Стаханова, 23А",Пятёрочка,4,Супермаркет,"Хорошая Пятëрочка, немного старенькая уже, но хорошая. Выпечка вкусная, ассортимент нормальный.",False,72403
"Санкт-Петербург, проспект Шаумяна, 8",Пятёрочка,5,Супермаркет,"Чистая, с большим выбором продуктов.\nПерсонал приветливый.\n\nВсегда свежие фрукты и овощи. Не видела гнилых.\n\nУдобное расположение, еще и аптека открылась внутри магазина.",False,73089
"Нижегородская область, городской округ Дзержинск, сельский посёлок Лесная Поляна, 31А",Пятёрочка,5,Супермаркет,"Приветливо персонал, свежие продукты. ",False,73239
"Ростовская область, Октябрьский район, рабочий посёлок Каменоломни, Комсомольская улица, 55",Пятёрочка,5,Супермаркет,"Супер, мне нравится с семьёй всегда ходим, потому что очень хороший ассортимент, есть у них своя пекарня, можно попить кофе, сделать свежий сок самому, мне нравится советую",False,73423
"Ростовская область, Октябрьский район, рабочий посёлок Каменоломни, Комсомольская улица, 55",Пятёрочка,5,Супермаркет,"Самая лучшая ""5"" в Ростовской области.",False,73424
"Волгоградская область, Волжский, Оломоуцкая улица, 7Г",Пятёрочка,5,Супермаркет,Все что есть для полного счастья есть,False,73580
"Новосибирская область, рабочий посёлок Коченёво, Советская улица, 43Б",Пятёрочка,5,Супермаркет,"Очень удобное расположение, приветливые продавцы, выпечка, чистота и порядок.",False,73855
"Москва, улица Ивана Франко, 32, корп. 1",Пятёрочка,5,Супермаркет,Очень хороший магазин чистый удобный большой выбор товаров очень хороший персонал,False,74068
"Московская область, Сергиево-Посадский городской округ, Пересвет, улица Мира, 6",Пятёрочка,4,Супермаркет,"Расположение магазина хорошее, но парковки как таковой нет. Во всем остальном - это обычная ""Пятёрочка"". Персонал на уровне, все расскажет и покажет. Выбор товаров не всегда радует, не всегда товары, участвующие в акциях или каталогах есть в данном магазине.",False,74581
"Воронеж, улица Владимира Невского, 46А",Пятёрочка,5,Супермаркет,"Очень внимательные к покупателям продавцы. Вежливый персонал. Качественное обслуживание на кассах. Всегда свежие овощи и фрукты, очень домашний магазин.",False,75155
"Республика Марий Эл, Йошкар-Ола, Ленинский проспект, 45",Пятёрочка,5,Супермаркет,"Расположение хорошее,магазин большой,парковка удобная, качество товара хороший,много касс, всегда чисто,место хорошее",False,75203
"Республика Марий Эл, Йошкар-Ола, Ленинский проспект, 45",Пятёрочка,5,Супермаркет,"Очень нравится данный магазин. По продуктам, впринципе, всего там достаточно- есть из чего выбрать. На просрочку ни разу не натыкалась. Единственный наверное минус- это частая смена продавцов.",False,75204
"Ростов-на-Дону, улица Ярослава Галана, 1/13",Пятёрочка,5,Супермаркет,"Хороший магазин, классно, что есть пекарня и кофейный аппарат. Персонал вежливый, всегда подскажут, проблем не возникало. С просрочкой не сталкивалась. Очень часто посещаю магазин, всё нравится",False,75303
"Ярославская область, Рыбинск, Шекснинский планировочный район, посёлок Волжский, улица Черняховского, 23",Пятёрочка,5,Супермаркет,"Очень хороший магазин с приветливым персоналом. В магазине удобное и понятное расположение товара, много акций и цены на любой кошелек.",False,75336
"Архангельск, Карпогорская улица, 12, корп. 4",Пятёрочка,5,Супермаркет,"Хороший , просторный магазин , широкий ассортимент , есть из чего выбрать , всегда чисто! Отзывчивый персонал! Работают на доставку - очень удобно ! ",False,75366
"Самара, Товарная улица, 15",Пятёрочка,5,Супермаркет,"Вполне широкий ассортимент, несмотря на то, что это не центр. Вежливый персонал, вполне чисто.",False,75447
"Самара, Товарная улица, 15",Пятёрочка,5,Супермаркет,"Отличный магазин, всё по высшему разряду. Бываю часто с удовольствием. Часто акции на товар. Работники доброжелательные, всегда много народу, но задержки в кассах не бывает.",False,75448
"Рязань, улица Чапаева, 56",Пятёрочка,5,Супермаркет,"Отличный магазин, вежливый персонал, рекомендую",False,75715
"Московская область, Шатура, проспект Ильича, 80",Пятёрочка,5,Супермаркет,"Моя любимая пятёрка,в другие не хожу).Большой выбор,не очень много народа,отличный персонал. Меня устраивает эта пятёрка целиком и полностью!",False,75877
"Москва, Пятницкое шоссе, 9, корп. 1",Пятёрочка,5,Супермаркет,"Отличный магазин, ассортимент нормальный, кассу открывают дополнительную если очередь собралась.",False,76016
"Москва, Щербинка, 3-я Барышевская улица, 5",Пятёрочка,5,Супермаркет,"В отличии от других магазинов сети 5 , этот магазин в Барышах имеет отличия и они положительные. Не смотряина то, что он не большой, но всё есть, при этом все аккуратно расставлено, чистота и порядок. Особенно овощи и фрукты. Молочные продукты дешевле чем у конкурентов. Коллектив вежлив и внимательный. Так, что рекомендую.",False,76017
"Кемеровская область, Новокузнецк, улица Кирова, 97",Пятёрочка,5,Супермаркет,"Удобный магазин у удома, с широким выбором свежих продуктов. В магазине всегда чисто. Вежливый персонал, огромный выбор аукционных товаров. Быстрое обслуживание.",False,76169
"Республика Татарстан, Казань, улица Фатыха Амирхана, 85А",Пятёрочка,5,Супермаркет,"Отличный магазин, хороший персонал.",False,76407
"Чувашская Республика, Чебоксары, Гражданская улица, 72А",Пятёрочка,5,Супермаркет,"Персонал хороший, отзывчивый, добродушный. Выбор товаров большой, обширный. Качество товаров хорошее, ничего испорченного или плохого не видел. Чисто. Часто скидки и акции. Расположение хорошее, удобное",False,76780
"Ленинградская область, Гатчина, улица Авиатриссы Зверевой, 5, корп. 2",Пятёрочка,4,Супермаркет,"По функциям такие же качества как у ""Пятерочки"" на ул. Новосёлов д. 8а.Персонал, выбор товара, чистота всё на высшем уровне. Только немного хромают кассы с персоналом. Иногда создаются не большие очереди. Тем у кого нет банковских карт приносят неудобства. Зато у кого они есть, очень удобные терминалы для оплаты ими же.",False,76819
"Ленинградская область, Гатчина, улица Авиатриссы Зверевой, 5, корп. 2",Пятёрочка,5,Супермаркет,Там очень чисто Я была там мне нравится Гатчина,False,76820
"Новгородская область, Боровичи, Сушанская улица, 2Д",Пятёрочка,5,Супермаркет,"Здравствуйте. Эту ""Пятёрочку "" посещаю не так часто, как у дома, но после ремонта магазин стал ,на мой взгляд , интереснее. Ассортимент продуктов по большому счету одинаковый во всех магазинах сети, но именно реорганизация торгового зала поменяла внутреннее впечатление . И, конечно, большой плюс за возможность расплачиваться не ожидая в общей очереди.",False,76953
"Санкт-Петербург, Индустриальный проспект, 10, корп. 1Б",Пятёрочка,5,Супермаркет,"Отличный магазин!  Большой ассортимент товаров. Вежливый персонал, всегда помогут. Очень советую)",False,76954
"Москва, Полярная улица, 18",Пятёрочка,4,Супермаркет,"Фрукты мелочь, а овощи не свежие,товары по акции не всегда в этом магазине",False,76972
"Самарская область, Кинель, улица Маяковского, 84А",Пятёрочка,5,Супермаркет,"Персонал очень  вежливо отвечает, выбор нормальный,  но что искали в магазине канцелярские товари не нашли окажется только  по заказу привезут",False,77133
"Челябинская область, Магнитогорск, Московская улица, 5",Пятёрочка,5,Супермаркет,"Хороший магазин, обширный ассортимент товаров и продуктов, всё чисто и опрятненько, особенно вежливый персонал😊, вкусная выпечка и кофейные напитки👌🏻, в общем всё супер пупер!\n",False,77238
"Брянск, Советская улица, 72",Пятёрочка,4,Супермаркет,"Обычный сетевой магазин. Самое основное есть в наличии. Есть свежая выпечка. Парковка присутствует. Расположение хорошее, в доль проезжей части, можно заехать по пути.",False,77685
"Москва, улица Корнейчука, 35",Пятёрочка,1,Супермаркет,"Часто ценники не соответствуют цене на кассе. \nХоть и живу в соседнем доме, в 30 метрах от этого магазина, но захожу туда если уж прямо СРОЧНО что то надо купить. \nБлаго, рядом есть еще куча магазинов. ",False,77687
"Москва, улица Корнейчука, 35",Пятёрочка,5,Супермаркет,"Хорошая 5ка! Кто то жалуется на нее, но меня все устраивает. \n1. Рядом с домом!\n2. Хороший ассортимент\n3. Отзывчивый коллектив(всегда помогут и подскажут)\n4. Чистенько\n5. Немного народу на кассах! Есть самообслуживание.",False,77688
"Тверь, Дружинная улица, 5",Пятёрочка,5,Супермаркет,"Магазин по всем параметрам супер!!! Всё необходимое всегда в наличии на полках с соблюденными сроками годности,чистота,персонал очень приветливый,и готовый в любую минуту оказать помощь по любому вопросу!!!",False,77724
"Тверь, Волоколамский проспект, 9",Пятёрочка,5,Супермаркет,"Живу рядом с этим магазином, регулярно там бываю. Большой выбор товаров, частые акции и скидки, доброжелательные кассиры. В магазине чисто. Плохо что нет мест для хранения сумок.Очередей на кассах не наблюдала, возможно что хожу туда не в час пик.",False,77743
"Саратовская область, Энгельс, улица 148-й Черниговской Дивизии, 21А",Пятёрочка,5,Супермаркет,"Магазин удобно расположен, перед магазином небольшая парковка. Со стороны дома идёт дорожка. В самом магазине чисто, ассортимент товара хороший и его располрдеие вполне удобно и понятно. Продукты свежие, ни разу не попадалась просрочка. Сотрудники вежливые и приветливые. На кассах очерей много не бывает, сотрудники оперативно включают в работу дополнительные кассы.",False,78166
"Москва, Юрловский проезд, 17Б",Пятёрочка,5,Супермаркет,"Ближайшая от дома, экономичная и экологичная Пятёрочка всегда с нами. Приветливый персонал, широкий выбор продуктов. Великолепно! Спасибо за сытые вечера!",False,78192
"Московская область, Воскресенск, микрорайон Москворецкий, улица Спартака, 20А",Пятёрочка,4,Супермаркет,"Маленький и очень неудобный магазин.\nТак сходить хлеба купить, да и помелоче.\nТак как, выбор по сравнению с другими Пятёрками, очень маленький.\nСотрудники в этом магазине очень радуют.",False,78227
"Нижний Новгород, проспект Гагарина, 78",Пятёрочка,5,Супермаркет,"Хороший магазин, чисто, светло. Свежий хлеб. Удобно расположены продукты, фрукты и овощи. Удобные кассы самообслуживания. \nРекомендую.",False,78230
"Рязанская область, Спас-Клепики, улица Ленина, 50",Пятёрочка,5,Супермаркет,"Девочки продавцы и кассиры большие молодцы, всегда подскажут что и как.",False,78291
"Рязанская область, Спас-Клепики, улица Ленина, 50",Пятёрочка,5,Супермаркет,"Чисто, нет больших очередей, ассортимент вполне хороший, персонал вежливый ",False,78292
"Волгоградская область, Волжский, улица Мира, 12А",Пятёрочка,5,Супермаркет,"Хороший магазин, не давно открылся, большой выбор товара, есть мясной отдел, пивной отдел, аптека, скидки для пенсионеров до часу дня и каждый день, магазин очень нравится!!!",False,78302
"Москва, Белозерская улица, 23Г",Пятёрочка,5,Супермаркет,"Хороший магазин, всегда чисто! Продавцы вежливые, с реальным желанием помочь! Одна из лучших пятёрок по отношению к покупателю!",False,78326
"Москва, Бескудниковский бульвар, 12, стр. 1",Пятёрочка,5,Супермаркет,Всегда есть свежие овощи. Выпечка и кофе. Кассы самообслуживания.лучший магазин в районе,False,78622
"Москва, Бескудниковский бульвар, 12, стр. 1",Пятёрочка,5,Супермаркет,"Не заходила сюда потому что далеко живу. Зашла купить огурцы и зелень. Такая чистота и овощей много и свежие. Меня так удивила пятерочка тут все есть. И полочку, торт, и птицы, а выпечка так вкусно пахнет. Вход удобный, как зашла сразу аромат вкусный, тут так комфортно. Магазин очень удобный и расположен удобно. P. s 10 из 10",False,78623
"Москва, Бескудниковский бульвар, 12, стр. 1",Пятёрочка,5,Супермаркет,"Магазин очень удобно расположен, рядом имеется парковка. Все актуальные материалы для покупателей размещены. Радио всегда рекламирует акционные товары и легко получить обратную связь и чистый магазин",False,78624
"Москва, Бескудниковский бульвар, 12, стр. 1",Пятёрочка,5,Супермаркет,"С друзьями зашли покупать булочки,  магазин очень понравился. Кассир очень хорошенькая. Зал чистый, вкусно выпечкой пахнет. Ставлю+ 10",False,78625
"Москва, Бескудниковский бульвар, 12, стр. 1",Пятёрочка,4,Супермаркет,"Хороший магазин, но из-за большого потока покупателей и небольшого помещения тесно. Товар весь в наличии, без лишнего разнообразия, но все, что надо, имеется, товар свежий, есть кофе-машина и свежая выпечка. Только проверяйте цены в чеке сразу возле кассы! Часто заявленная скидка не проходит, но, если вы заметите это, без лишних слов проведут и извинятся. Но это, как говорится, издержки маркетинга, без них никак.",False,78626
"Саратов, Северная улица, 3",Пятёрочка,5,Супермаркет;Магазин продуктов,"Персонал вежливый, помогают с решением любых вопросов по товарам. В зале чисто. Магазин компактный, внутри просторно. В будни- немноголюдно, на кассе всегда есть кассир, в очереди больше двух людей не наблюдала. Товар аккуратно раскладывают. С парковкой  не очень.",True,78644
"Ростовская область, Батайск, Московская улица, 47",Пятёрочка,5,Супермаркет,Продавцы очень хорошие Если что-то потерял помогут найти магазин очень хороший продукты свежие всегда когда я беру продукты свежие нету товаров с истёкшим сроком годности,False,78742
"Рязанская область, Рыбновский район, деревня Баграмово, 2А",Пятёрочка,5,Супермаркет,"Один из магазинов ""Пятёрочка"", в котором всё необходимое из продуктов есть. Цены умеренные, доступные. Постоянно проводятся акции на различные группы товаров.",False,78853
"Курск, улица 50 лет Октября, 106",Пятёрочка,4,Супермаркет,"магазин хороший. рядом с домом, очень удобно. но на кассе продавец очень интересный. попросили 2 пакета, а она пробила 3. в итоге отменять она не стала.. мелочи, но как-то неприятно.",False,78968
"Ярославль, улица Гагарина, 28",Пятёрочка,4,Супермаркет,"Обычный магазин ,ничем не отличается от других этой же сферы ,ассортимент ,цены  в е обыденно,чистота зала хорошая,персонал приветливый",False,78969
"Краснодарский край, Туапсинский район, посёлок городского типа Джубга, Советская улица, 41А",Пятёрочка,5,Супермаркет,"Новая и просторная. Всё чисто и аккуратно. Был в феврале. Не сезон. Народу никого. Парковка у магазина нормальная, а подъезд не очень. Но это к магазину не относится.",False,79021
"Нижний Новгород, улица Октябрьской Революции, 62",Пятёрочка,5,Супермаркет,Покупаю воду 6 литров в деревню и соки. Капуста квашенная свежая белая не жëлная с клюквой и солëности и большой выбор специй👍👍👍👍,False,79045
"Республика Адыгея, Майкоп, Шоссейная улица, 20",Пятёрочка,5,Супермаркет,"персонал хороший.товары нормального качества.много выбора,жаль свежей выпечки нет.расположения рядом с жилыми домами,за это +.",False,79110
"Республика Адыгея, Майкоп, Шоссейная улица, 20",Пятёрочка,5,Супермаркет,"Хороший магазин , хорошее удобное расположение , легко с коляской для мам и бабушек , каждый день делаем там покупки , поставили кассы самообслуживания это очень хорошо когда ты с ребенком . персонал хороший",False,79111
"Республика Адыгея, Майкоп, Шоссейная улица, 20",Пятёрочка,5,Супермаркет,"Стандартный магазин ""Пятёрочка"". Все необходимые товары рядом, ассортимент разнообразный, бывают неплохие скидки. Продавцы вежливые, появились терминалы оплаты самообслуживания, разгрузились очереди в кассу.",False,79112
"Краснодарский край, Успенский район, Коноковское сельское поселение, село Коноково, Красная улица, 28",Пятёрочка,5,Супермаркет,"Замечательный магазин. Кассиры доброжелательные. Заведующая Ирина молодец, держит такой магазин. Товар всегда есть в наличии. ",False,79142
"Республика Карелия, Сортавала, улица Маяковского, 1",Пятёрочка,5,Супермаркет,"Магазин рядом с домом. Большой,чистый,светлый. Оснащен кассами самообслуживания,что очень удобно. Продукты свежие, ассортимент большой. Очень часто акции и скидки. Очень надеюсь,что в скором времени там появится свежая выпечка,как в других 5-ках нашего города.",False,79191
"Московская область, Раменский городской округ, село Заворово, 99А",Пятёрочка,5,Супермаркет,"Отзывчивый персонал, большая парковка, своя пекарня! Отличный магазин!",False,79471
"Московская область, Раменский городской округ, село Заворово, 99А",Пятёрочка,5,Супермаркет,"В магазине чисто, ценники на своих местах, обслуживание быстрое. Три недели назад не работала печка, надеюсь, что починили - была вкусная  и свежая выпечка!",False,79472
"Омск, микрорайон Порт-Артур, 2-я Трамвайная улица, 27",Пятёрочка,2,Супермаркет,"Зачем-то убрали камеры хранения сумок! Очень неудобно таскаться с полными сумками по залу.\nТележки металлические заменили на пластмассовые корзины на колёсах - тоже не удобно, особенно пожилым - нужно либо поднимать корзину либо наклоняться, чтобы вытащить товар на кассе!\nЦенники часто не соответсивуют",False,79485
"Омск, микрорайон Порт-Артур, 2-я Трамвайная улица, 27",Пятёрочка,1,Супермаркет,"Отстойный магазин. Чёрное пятно, на всей сети. Ценники не ставят, в кассе очереди всегда, корзины грязные. Хорошие апельсины, спрятали под столы , в коробки, для себя. Для покупателей, старые, жёлтые апельсины. Да и вообще, фрукты- помойка.",False,79486
